Time (s),Channel 1 (V),Channel 2 (V)
-0.00511875,-0.6569002955986682,0.06729285342685319
-0.0051175,-0.6458072181045075,0.06627745460673663
-0.005116249999999999,-0.638411833108402,0.06458512323987664
-0.005115,-0.6421095256064538,0.06661592088010881
-0.005113749999999999,-0.6421095256064538,0.06661592088010881
-0.0051125,-0.6495049106025611,0.06593898833336445
-0.005111249999999999,-0.6384118331084003,0.06424665696650353
-0.00511,-0.6273187556142445,0.06356972441975946
-0.00510875,-0.6162256781200788,0.06424665696650353
-0.005107499999999999,-0.60883029312397,0.06221585932626996
-0.00510625,-0.605132600625918,0.06120046050615387
-0.005104999999999999,-0.5903418306337054,0.06120046050615325
-0.00510375,-0.5940395231317573,0.05984659541266513
-0.005102499999999999,-0.6014349081278645,0.0605235279594095
-0.00510125,-0.5940395231317573,0.05916966286592076
-0.005099999999999999,-0.5792487531395429,0.05883119659254858
-0.00509875,-0.5681556756453872,0.05680039895231639
-0.0050975,-0.5533649056531679,0.05680039895231546
-0.005096249999999999,-0.5496672131551075,0.05612346640557141
-0.005095,-0.5348764431629,0.05680039895231546
-0.005093749999999999,-0.5496672131551092,0.05510806758545454
-0.0050925,-0.5385741356609536,0.05510806758545454
-0.005091249999999999,-0.5385741356609536,0.054092668765338
-0.00509,-0.5237833656687459,0.0530772699452219
-0.00508875,-0.5200856731706857,0.05138493857836052
-0.0050875,-0.5163879806726337,0.05273880367184864
-0.00508625,-0.5089925956765249,0.05206187112510488
-0.005084999999999999,-0.4978995181823574,0.0513849385783599
-0.00508375,-0.4831087481901498,0.05003107348487178
-0.005082499999999999,-0.4831087481901498,0.04901567466475522
-0.00508125,-0.490504133186257,0.04833874211801086
-0.005079999999999999,-0.4831087481901498,0.04800027584463867
-0.00507875,-0.4720156706959941,0.04664641075115055
-0.0050775,-0.4609225932018283,0.0473233432978943
-0.00507625,-0.4609225932018283,0.04563101193103414
-0.005075,-0.4424341307115603,0.04461561311091683
-0.005073749999999999,-0.4387364382135001,0.0439386805641723
-0.0050725,-0.4239456682212924,0.04360021429080027
-0.005071249999999999,-0.4202479757232389,0.04326174801742809
-0.00507,-0.4202479757232389,0.04292328174405591
-0.005068749999999999,-0.4128525907271317,0.04258481547068371
-0.0050675,-0.4091548982290797,0.04055401783045153
-0.00506625,-0.3980618207349174,0.03953861901033405
-0.005064999999999999,-0.3906664357388085,0.03886168646358969
-0.00506375,-0.3869687432407566,0.03886168646358969
-0.005062499999999999,-0.383271050742698,0.03818475391684502
-0.00506125,-0.3721779732485423,0.03750782137010095
-0.005059999999999999,-0.3610848957543815,0.03750782137010095
-0.00505875,-0.3499918182602207,0.03581549000324002
-0.005057499999999999,-0.3425964332641136,0.03547702372986784
-0.00505625,-0.3462941257621655,0.03412315863637972
-0.005055,-0.3462941257621672,0.0341231586363791
-0.005053749999999999,-0.3241079707738423,0.03209236099614615
-0.0050525,-0.3167125857777385,0.03243082726951818
-0.005051249999999999,-0.3093172007816279,0.03073849590265741
-0.00505,-0.3019218157855242,0.03107696217602944
-0.005048749999999999,-0.294526430789417,0.03006156335591289
-0.0050475,-0.294526430789417,0.02938463080916883
-0.00504625,-0.2871310457933098,0.0297230970825407
-0.005045,-0.2908287382913617,0.02870769826242461
-0.00504375,-0.2723402758010955,0.02667690062219104
-0.005042499999999999,-0.2575495058088795,0.02633843434881809
-0.00504125,-0.2538518133108276,0.02464610298195793
-0.005039999999999999,-0.2538518133108276,0.02464610298195793
-0.00503875,-0.2390610433186132,0.02329223788846919
-0.005037499999999999,-0.2242702733263989,0.02261530534172483
-0.00503625,-0.2279679658244508,0.02193837279498077
-0.005035,-0.205781810836131,0.02193837279498046
-0.00503375,-0.2168748883302867,0.02092297397486436
-0.0050325,-0.2205725808283453,0.0209229739748639
-0.005031249999999999,-0.2168748883302766,0.02024604142811923
-0.00503,-0.1835956558478095,0.01956910888137517
-0.005028749999999999,-0.1688048858555952,0.01719984496776987
-0.0050275,-0.1651071933575416,0.01550751360090895
-0.005026249999999999,-0.1577118083614344,0.01550751360090895
-0.005025,-0.1614095008594863,0.01686137869439707
-0.00502375,-0.1466187308672736,0.01516904732753676
-0.005022499999999999,-0.1392233458711665,0.01415364850741975
-0.00502125,-0.1392233458711665,0.01313824968730366
-0.005019999999999999,-0.1207348833808952,0.01076898577369837
-0.00501875,-0.1133394983847914,0.01076898577369837
-0.005017499999999999,-0.1096418058867378,0.01144591832044273
-0.00501625,-0.1096418058867378,0.010092053226954
-0.005014999999999999,-0.09854872839257706,0.008738188133465259
-0.00501375,-0.08745565089842136,0.008738188133465259
-0.0050125,-0.07636257340425556,0.008399721860093074
-0.005011249999999999,-0.0652694959100948,0.00636892421985935
-0.00501,-0.0652694959100948,0.005015059126371228
-0.005008749999999999,-0.06157180341203618,0.005691991673115135
-0.0050075,-0.05047872591788047,0.004676592852999043
-0.005006249999999999,-0.03938564842371972,0.003322727759510305
-0.005005,-0.02829257092955897,0.002307328939393751
-0.00500375,-0.02829257092955897,0.001968862666021566
-0.0050025,-0.01719949343540326,0.002307328939393597
-0.00500125,-0.01350180093734463,0.001291930119277197
-0.004999999999999999,0.004986661552923288,-6.193497421200265e-05
-0.00499875,0.004986661552923288,-0.001077333794328095
-0.004997499999999999,0.02347512404319121,-0.001415800067700279
-0.00499625,0.01607973904708404,-0.002431198887816833
-0.004994999999999999,0.03087050903929837,-0.003785063981305571
-0.00499375,0.02347512404319457,-0.003785063981305571
-0.0049925,0.03826589403540554,-0.004461996528049941
-0.00499125,0.05675435652566506,-0.005477395348166033
-0.00499,0.06784743401983422,-0.007169726715027417
-0.004988749999999999,0.07154512651789116,-0.00920052435526037
-0.0049875,0.07894051151399496,-0.008862058081888341
-0.004986249999999999,0.07524281901594138,-0.009538990628632709
-0.004985,0.0937312815062093,-0.009877456902004894
-0.004983749999999999,0.09742897400426288,-0.01156978826886582
-0.0049825,0.1159174364945224,-0.01156978826886582
-0.00498125,0.1307082064867451,-0.01224672081561019
-0.004979999999999999,0.123312821490638,-0.01326211963572659
-0.00497875,0.123312821490638,-0.01292365336235455
-0.004977499999999999,0.1307082064867519,-0.0136005859091
-0.00497625,0.1454989764789595,-0.01596984982270422
-0.004974999999999999,0.1528943614750666,-0.01664678236944859
-0.00497375,0.1602897464711738,-0.01698524864282077
-0.004972499999999999,0.167685131467281,-0.01766218118956514
-0.00497125,0.1824759014594886,-0.01935451255642529
-0.00497,0.1898712864556025,-0.01901604628305388
-0.004968749999999999,0.1898712864556075,-0.01969297882979871
-0.0049675,0.2009643639497632,-0.0207083776499148
-0.004966249999999999,0.1935689789536695,-0.022062242743404
-0.004965,0.2231505189380847,-0.02307764156352009
-0.004963749999999999,0.2231505189380847,-0.02375457411026446
-0.0049625,0.2231505189380847,-0.02341610783689228
-0.00496125,0.2416389814283527,-0.02476997293038102
-0.00496,0.2416389814283527,-0.02476997293038102
-0.00495875,0.2490343664244598,-0.02578537175049757
-0.004957499999999999,0.2564297514205687,-0.02713923684398646
-0.00495625,0.2601274439186206,-0.02747770311735849
-0.004954999999999999,0.2712205214127813,-0.02747770311735849
-0.00495375,0.2749182139108349,-0.02883156821084723
-0.004952499999999999,0.2897089839030492,-0.02917003448421942
-0.00495125,0.2934066764011012,-0.03052389957770754
-0.00495,0.2934066764011029,-0.03086236585108034
-0.00494875,0.3118951388913624,-0.03153929839782441
-0.0049475,0.3118951388913708,-0.03289316349131345
-0.004946249999999999,0.3303836013816437,-0.0332316297646864
-0.004945,0.3414766788757994,-0.03492396113154655
-0.004943749999999999,0.3414766788757994,-0.03593935995166311
-0.0049425,0.345174371373853,-0.03695475877177966
-0.004941249999999999,0.3525697563699602,-0.03661629249840748
-0.00494,0.3599651413660639,-0.03661629249840748
-0.00493875,0.3747559113582817,-0.03763169131852404
-0.0049375,0.3747559113582817,-0.03797015759189606
-0.00493625,0.3821512963543888,-0.03966248895875714
-0.004934999999999999,0.3858489888524492,-0.04000095523212963
-0.00493375,0.4006397588446567,-0.0406778877788737
-0.004932499999999999,0.4080351438407639,-0.04203175287236242
-0.00493125,0.4117328363388175,-0.04203175287236242
-0.004929999999999999,0.4191282213349247,-0.04304715169247898
-0.00492875,0.4339189913271323,-0.04338561796585101
-0.0049275,0.433918991327139,-0.04541641560608428
-0.004926249999999999,0.4561051463154538,-0.04541641560608428
-0.004925,0.4413143763232462,-0.04541641560608428
-0.004923749999999999,0.4598028388135124,-0.04575488187945708
-0.0049225,0.4561051463154605,-0.0471087469729452
-0.004921249999999999,0.4671982238096213,-0.04812414579306175
-0.00492,0.4708959163076749,-0.04913954461317831
-0.00491875,0.478291301303782,-0.04846261206643393
-0.0049175,0.4856866862998858,-0.04981647715992205
-0.00491625,0.5041751487901571,-0.05117034225341141
-0.004914999999999999,0.5004774562921052,-0.04947801088655172
-0.00491375,0.5041751487901571,-0.05218574107352797
-0.004912499999999999,0.5300589962765322,-0.0535396061670164
-0.00491125,0.5300589962765322,-0.05286267362027233
-0.004909999999999999,0.5300589962765322,-0.05353960616701671
-0.00490875,0.5300589962765322,-0.05353960616701671
-0.0049075,0.5337566887745858,-0.05557040380724981
-0.00490625,0.5485474587667933,-0.05658580262736591
-0.004905,0.5596405362609609,-0.05726273517411073
-0.004903749999999999,0.5670359212570714,-0.05692426890073886
-0.0049025,0.5744313062531752,-0.05760120144748292
-0.004901249999999999,0.5744313062531752,-0.05861660026759948
-0.0049,0.5929197687434431,-0.05997046536108822
-0.004898749999999999,0.5892220762453896,-0.05963199908771603
-0.0048975,0.6003151537395452,-0.05963199908771603
-0.00489625,0.6003151537395502,-0.06166279672794914
-0.004895,0.611408231233706,-0.06132433045457711
-0.00489375,0.6040128462376039,-0.06132433045457696
-0.004892499999999999,0.6114082312337195,-0.06301666182143788
-0.00489125,0.6298966937239789,-0.06301666182143788
-0.004889999999999999,0.6335943862220326,-0.06369359436818224
-0.00488875,0.6446874637161933,-0.06369359436818224
-0.004887499999999999,0.6483851562142469,-0.0647089931882988
-0.00488625,0.6520828487122988,-0.06504745946167083
-0.004885,0.655780541210354,-0.0667397908285319
-0.004883749999999999,0.6557805412103557,-0.0670782571019044
-0.0048825,0.6594782337084076,-0.06775518964864846
-0.004881249999999999,0.6779666961986772,-0.06809365592202064
-0.00488,0.6816643886967292,-0.06809365592202064
-0.004878749999999999,0.6890597736928363,-0.0691090547421372
-0.0048775,0.6890597736928363,-0.06775518964864846
-0.00487625,0.7038505436850506,-0.07113985238237031
-0.004875,0.7038505436850506,-0.07181678492911438
-0.00487375,0.7075482361831043,-0.07147831865574249
-0.004872499999999999,0.7001528511870004,-0.07080138610899873
-0.00487125,0.7075482361831043,-0.07215525120248686
-0.004869999999999999,0.7297343911714274,-0.07249371747585935
-0.00486875,0.7334320836694793,-0.07317065002260341
-0.004867499999999999,0.7408274686655865,-0.0735091162959756
-0.00486625,0.7408274686655865,-0.07486298138946372
-0.004865,0.7408274686655865,-0.07486298138946433
-0.00486375,0.7556182386577941,-0.07587838020958043
-0.0048625,0.7593159311558544,-0.07486298138946433
-0.004861249999999999,0.7593159311558544,-0.0768937790296976
-0.00486,0.7593159311558544,-0.07723224530306963
-0.004858749999999999,0.7778043936461223,-0.07790917784981399
-0.0048575,0.7815020861441759,-0.07892457666993055
-0.004856249999999999,0.7851997786422295,-0.07824764412318619
-0.004855,0.7851997786422295,-0.07757071157644212
-0.00485375,0.7888974711402831,-0.07960150921667491
-0.0048525,0.7962928561363869,-0.08027844176341899
-0.00485125,0.7999905486344439,-0.08129384058353585
